X,Y,OBJECTID,CAM_NUM,NOTES,LOCATION,PROJ,XCOORD,YCOORD,created_user,created_date,last_edited_user,last_edited_date
-8527828.30511564,4764622.06714548,141,2501, ,Greenmount and Madison,DOC,-76.60678288,39.29920319,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528072.81663783,4764574.85318775,142,2502, ,Madison and Constitution,DOC,-76.60897937,39.29887498,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528248.55491858,4764415.53840764,143,2503, ,Monument and Fallsway,DOC,-76.61055805,39.29776747,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8527992.08631662,4764886.32047023,144,2504, ,Eager St Widows Peak,DOC,-76.60825415,39.30104015,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528160.17054459,4765054.53960354,145,2505, ,Warden St Lot,DOC,-76.60976408,39.3022095,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528266.79154167,4764915.45326475,146,2506, ,Fallsway and Eager,DOC,-76.61072187,39.30124267,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528248.85868791,4764599.18092285,147,2507, ,998 Fallsway (JFX South),DOC,-76.61056078,39.2990441,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528261.427062,4764890.60864616,148,2508, ,800 Fallsway (JFX North),DOC,-76.61067368,39.30106996,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528812.81905643,4764195.9678568,149,2601, ,N Charles St and Center St,Midtown,-76.61562692,39.29624106,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528821.97415395,4764525.50856761,150,2602, ,N Charles St and Madison St,Midtown,-76.61570916,39.29853195,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528824.27036266,4764701.2235463,151,2603, ,N Charles St and Read Ave,Midtown,-76.61572979,39.29975345,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529135.73709101,4764779.6544343,152,2604, ,Park Ave and Read St,Midtown,-76.61852774,39.30029867,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528833.56224725,4764896.45883838,153,2605, ,N Charles St and Eager St,Midtown,-76.61581326,39.30111063,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528843.41333698,4765093.57238074,154,2606, ,N Charles St and Chase St,Midtown,-76.61590175,39.30248083,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528851.34444647,4765244.79938287,155,2607, ,N Charles St and E Biddle St,Midtown,-76.615973,39.30353204,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528859.26255964,4765397.64667728,156,2608, ,N Charles St and Preston St,Midtown,-76.61604413,39.3045945,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528867.71145711,4765525.79218855,157,2609, ,N Charles St and Mt Royal Ave,Midtown,-76.61612003,39.30548525,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528891.52374849,4766004.96013957,158,2610, ,N Charles St and Lanvale St,Midtown,-76.61633394,39.30881585,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528898.87099656,4766316.71168041,159,2611, ,N Charles St and North Ave,Midtown,-76.61639994,39.31098269,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528937.27682094,4766502.57334781,160,2612, ,N Charles St and 20th St,Midtown,-76.61674494,39.3122745,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528395.92765724,4762575.72816386,161,1918, ,Ripley's,Inner Harbor,-76.61188192,39.28497641,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528392.12415931,4762490.35285412,162,1917, ,Bubba Gump,Inner Harbor,-76.61184776,39.28438279,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528388.14655547,4762405.00484242,163,1915, ,Spirit Cruiseline,Inner Harbor,-76.61181202,39.28378936,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528382.7390381,4762291.35682366,164,1916, ,Seadog Dock,Inner Harbor,-76.61176345,39.28299915,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528378.83352846,4762205.99353696,165,1914, ,Dessert Shack South,Inner Harbor,-76.61172836,39.2824056,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530533.24086082,4763573.96961092,166,2901, ,Auditorium,Poe Homes,-76.63108173,39.29191686,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530544.32264378,4763535.14105542,167,2902, ,Auditorium Parking Lot,Poe Homes,-76.63118128,39.29164691,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530583.41440772,4763543.86954719,168,2903, ,Basketball Court,Poe Homes,-76.63153244,39.29170759,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530487.14224419,4763541.69629671,169,2911, ,Fremont St,Poe Homes,-76.63066762,39.29169248,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530642.95531979,4763520.81845565,170,2904, ,222 N Freemont Ave (Building 812),Poe Homes,-76.63206731,39.29154733,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530676.13170085,4763518.97593613,171,2905, ,203 N Amity St (Building 900),Poe Homes,-76.63236534,39.29153452,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530712.90395932,4763517.54079549,172,2906, ,904 Lexington St,Poe Homes,-76.63269567,39.29152454,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530720.47069553,4763538.62266347,173,2907, ,Poe House Parking Lot,Poe Homes,-76.63276364,39.29167111,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530690.86602496,4763590.5642018,174,2908, ,222 N Fremont Ave,Poe Homes,-76.6324977,39.29203223,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530646.88652451,4763592.48305111,175,2909, ,823 Saratoga,Poe Homes,-76.63210262,39.29204557,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530579.61387865,4763595.51640728,176,2910, ,Behind Auditorium,Poe Homes,-76.6314983,39.29206666,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530288.33417164,4760918.09394651,177,1505, ,Russell St & Bayard St,Casino,-76.62888169,39.27344991,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530361.03024166,4760843.80075722,178,1502, ,Russell St & Haines St,Casino,-76.62953473,39.27293326,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530438.76931275,4760761.37036657,179,1501, ,Russell St & Bush St,Casino,-76.63023308,39.27236002,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530227.44575436,4760721.19094573,180,1503, ,Warner St & Haines St,Casino,-76.62833473,39.2720806,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530154.11256159,4760777.66374251,181,1504, ,Warner St & Bayard St,Casino,-76.62767596,39.27247333,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530000.52728943,4760971.98479554,182,1506, ,Warner St & Worcester St,Casino,-76.62629628,39.27382467,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529786.74405916,4761189.88806444,183,1507, ,Warner St & Stockholm St,Casino,-76.62437584,39.27533998,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529751.921752,4761345.99435908,184,1510, ,W Ostend St and Warner St,Casino,-76.62406302,39.27642553,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529618.0622574,4761130.41949314,185,1508, ,301 Stockholm St,Casino,-76.62286054,39.27492644,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529382.57353698,4761030.48899089,186,1509, ,Stockholm St & S Sharp St,Casino,-76.62074511,39.27423152,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528788.38296532,4764347.89236394,187,2616, ,N Charles St and E Monument St,Midtown,-76.61540741,39.29729721,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528648.91328941,4764398.42566084,188,2620, ,Saint Paul St and E Monument St,Midtown,-76.61415453,39.29764851,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529068.69710399,4766500.28668325,189,2615, ,Maryland Ave and W 20th St,Midtown,-76.61792551,39.31225861,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529020.49330424,4765673.34461492,190,2614, ,Maryland Ave and W Oliver St,Midtown,-76.61749249,39.30651087,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529013.24925936,4765501.47546283,191,2613, ,Maryland Ave and W Mt Royal Ave,Midtown,-76.61742741,39.30531622,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528841.42259185,4764345.31147441,192,2617, ,N Washington Pl and W Mount Vernon Pl,Midtown,-76.61588387,39.29727927,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528844.73373973,4764414.52207696,193,2618, ,N Washington Pl and W Mount Vernon Pl,Midtown,-76.61591361,39.29776041,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528792.11666166,4764416.76375399,194,2619, ,N Washington Pl and E Mount Vernon Pl,Midtown,-76.61544095,39.29777599,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8539032.09663853,4766230.9559741,195,1991, ,Windsor Mill Rd & N Forest Park Ave,Forest Park,-76.70742822,39.31038666,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8524410.93219715,4763287.81095129,196,3202, ,S Linwood Ave & E Pratt St,Patterson Park,-76.57608411,39.28992736,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8524422.73080074,4763460.88846366,197,3201, ,S Linwood Ave & E Lombard St,Patterson Park,-76.5761901,39.29113067,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8526452.84363981,4765209.67904341,198,3314, ,N Broadway & E Chase St,EBDI,-76.59442691,39.30328792,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8526538.4874646,4765186.75160077,199,3315, ,E Chase St & N Gay St,EBDI,-76.59519626,39.30312854,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8525929.09908867,4765023.43802567,200,3311, ,E Eager St & N Washington St,EBDI,-76.58972203,39.30199331,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8526434.07391357,4764815.52787016,201,3317, ,N Broadway & Ashland Ave,EBDI,-76.5942583,39.30054804,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8525920.16799044,4764826.41591694,202,3310, ,Ashland Ave & N Washington St,EBDI,-76.5896418,39.30062373,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530950.90252753,4762255.79756403,203,1040, ,Hirsh Bus Lot,Tri-District,-76.63483365,39.2827519,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529456.18527635,4761216.86027093,204,1512, ,W Ostend St and S Howard St,Casino,-76.62140638,39.27552755,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529078.3276512,4758069.76955058,205,381, ,Waterview Ave and Potee St,Waterview,-76.61801202,39.25363941,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529495.08615695,4758204.31481,206,382, ,3301 Waterview Ave,Waterview,-76.62175583,39.25457532,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530707.58573841,4758659.40485753,207,383, ,Waterview Ave and Cherry Hill Rd,Waterview,-76.6326479,39.25774087,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8531220.26076312,4762167.1531723,208,1705, ,S Carey St & Herkimer St,Pigtown,-76.63725333,39.28213553,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8531117.47995426,4762068.96224567,209,1715, ,S Carey St & James St,Pigtown,-76.63633004,39.28145277,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8531015.67249336,4761944.53783411,210,1703, ,Washington Blvd & S Carey St,Pigtown,-76.63541548,39.2805876,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8531154.37165644,4761804.25955141,211,1704, ,Washington Blvd & Bayard St,Pigtown,-76.63666144,39.27961218,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530856.10899999,4762101.14145431,212,1702, ,Washington Blvd & W Ostend St,Pigtown,-76.6339821,39.28167653,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530918.07679565,4762158.93028899,213,1714, ,W Ostend St & Sargeant St,Pigtown,-76.63453877,39.28207835,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530791.92280499,4762051.94656695,214,1713, ,W Ostend St & Ward St,Pigtown,-76.63340551,39.28133446,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530746.25332422,4761988.6451369,215,1712, ,W Ostend St & Carroll St,Pigtown,-76.63299525,39.2808943,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530691.42724803,4762265.72164944,216,1701, ,Washington Blvd & W Cross St,Pigtown,-76.63250274,39.2828209,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530568.32234691,4762147.82964932,217,1711, ,W Cross St & Carroll St,Pigtown,-76.63139687,39.28200117,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530426.47241235,4762284.62581681,218,1710, ,Washington Blvd & Archer St,Pigtown,-76.63012261,39.28295235,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530270.94158998,4762284.19762597,219,1709, ,Washington Blvd & Scott St,Pigtown,-76.62872545,39.28294937,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530272.10419049,4762165.74594776,220,1708, ,Scott St & Carroll St,Pigtown,-76.6287359,39.28212574,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8535462.35961337,4769931.43850089,221,871, ,W Cold Spring Ln & Dolfield Ave,Park Heights,-76.67536074,39.3361021,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8537707.59997474,4769234.04576362,222,872, ,Liberty Heights Ave & Gwynn Oak Ave,Park Heights,-76.69553007,39.33125649,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530542.46155501,4763562.63807163,223,2912, ,Server Room,Poe Homes,-76.63116456,39.29183808,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8526615.05914475,4773007.1796056,224,3109, ,End of Lot (ARC),Alameda,-76.59588411,39.35746888,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8526587.79899236,4773077.11623963,225,3108, ,Shoppers (ARC),Alameda,-76.59563923,39.35795465,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8526561.24274378,4773146.27377253,226,3107, ,Rite Aid (ARC),Alameda,-76.59540067,39.358435,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8526534.01427044,4773216.94237997,227,3103, ,Family Dollar (ARC),Alameda,-76.59515607,39.35892584,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8526534.86605625,4773312.19817017,228,3101, ,Shopping Center Corner (COB),Alameda,-76.59516372,39.35958745,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8526480.83969826,4773407.44093208,229,3102, ,Alameda Carryout (ARC),Alameda,-76.5946784,39.36024897,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8527963.20445778,4764490.47307115,230,2509, ,Graves St,DOC,-76.6079947,39.2982884,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8525482.4052429,4773462.79741085,231,1931, ,Ramblewood Rd & Fenwick Ave,Loch Raven,-76.58570931,39.36063345,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8525271.50108388,4773257.18287916,232,1932, ,Ramblewood Rd & Welbourne Rd,Loch Raven,-76.58381472,39.35920534,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528628.21265005,4762210.00192016,233,4003, ,Harbor Court Roof,Watch Center,-76.61396857,39.28243347,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8527375.08838542,4762343.71633123,234,4002, ,Marriott Roof,Watch Center,-76.60271157,39.28336321,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8523824.68917068,4761374.35553153,235,4004, ,Marine Unit (Boston St),Watch Center,-76.5708178,39.27662275,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528940.36564875,4767080.26712497,236,1610, ,N Charles St & W 24th St,Charles Village,-76.61677269,39.31628953,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529126.82786128,4767282.49674518,237,1609, ,Maryland Ave & W 25th St,Charles Village,-76.61844771,39.317695,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528306.8839448,4768120.35895126,238,1608, ,Barclay St & E 29th St,Charles Village,-76.61108203,39.3235177,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528549.16140631,4768104.58333689,239,1607, ,Guilford Ave & E 29th St,Charles Village,-76.61325844,39.32340807,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528519.50243666,4767724.90031622,240,1606, ,Guilford Ave & E 27th St,Charles Village,-76.61299201,39.32076953,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528496.14608914,4767316.70077322,241,1605, ,Guilford Ave & E 25th St,Charles Village,-76.6127822,39.31793271,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528776.01262007,4767303.52523006,242,1604, ,Saint Paul St & E 25th St,Charles Village,-76.61529628,39.31784114,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528969.81185116,4767317.58828012,243,1603, ,N Charles St & W 25th St,Charles Village,-76.61703721,39.31793887,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528744.47526473,4766645.45485825,244,1602, ,Saint Paul St & E 21st St,Charles Village,-76.61501298,39.31326756,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528922.00931572,4766636.49506703,245,1601, ,N Charles St & E 21st St,Charles Village,-76.61660779,39.31320529,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529919.93787166,4761389.3376693,246,1511, ,W Ostend St & Russell St,Casino,-76.62557234,39.27672694,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529940.46285519,4761238.60482184,247,1513, ,Russell St Bridge,Casino,-76.62575671,39.27567876,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530587.75111639,4765125.19655049,248,1118, ,Division St & Mosher St,Pennsylvania Ave,-76.6315714,39.30270066,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8535586.55095664,4772124.61196556,249,846, ,Pimlico Entrance,Park Heights,-76.67647637,39.35133847,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8535377.84213229,4772654.54818288,250,845, ,Tunnel,Park Heights,-76.6746015,39.35501953,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530697.39639015,4766245.42915858,251,738, ,W North Ave & Linden Ave,North Ave West,-76.63255636,39.31048725,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530565.37667104,4766421.85722543,252,739, ,Lennox St & Brookfield Ave,North Ave West,-76.63137041,39.3117135,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530718.19475136,4766295.01192825,253,740, ,Linden Ave & Lennox St,North Ave West,-76.63274319,39.31083187,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8532049.99104369,4764864.08923899,254,741, ,Western District Roof,North Ave West,-76.64470692,39.30088561,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530341.51330926,4757289.12527321,255,357, ,Rear of 2605 Spelman Rd (Playground),Cherry Hill,-76.62935941,39.24820894,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529408.19033625,4763526.28935096,256,80, ,N Eutaw St & W Lexington St,Downtown,-76.62097523,39.29158537,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8529185.79437793,4762427.72859912,257,81, ,S Howard St & W Conway St,Downtown,-76.61897741,39.28394736,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8527730.8649423,4763277.5342365,258,82, ,S President St & E Baltimore St,Downtown,-76.60590756,39.28985591,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8527808.69615928,4763409.62497029,259,83, ,E Fayette St & N President St,Downtown,-76.60660673,39.29077427,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8527919.26144964,4763405.59327916,260,84, ,E Fayette St & N Frederick St,Downtown,-76.60759996,39.29074624,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528088.34957368,4763454.78373914,261,86, ,Memorial Plaza NE,Downtown,-76.6091189,39.29108823,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528197.36496167,4763396.41944693,262,85, ,Memorial Plaza SW,Downtown,-76.6100982,39.29068246,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528246.76667829,4763433.56805171,263,88, ,City Hall,Downtown,-76.61054199,39.29094073,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8528043.67380852,4763437.63246284,264,87, ,War Memorial,Downtown,-76.60871757,39.29096899,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530761.45625385,4764281.79580636,265,1131, ,N Fremont Ave & Harlem Ave,Heritage Crossing,-76.63313182,39.29683772,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530710.97938742,4764118.31490577,266,1132, ,N Fremont Ave & Edmondson Ave,Heritage Crossing,-76.63267838,39.29570122,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530870.02808837,4764107.4095402,267,1133, ,Edmondson Ave & N Schroeder St,Heritage Crossing,-76.63410714,39.29562541,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530870.69194491,4764013.55524938,268,1138, ,N Schroeder St & Bennett Pl,Heritage Crossing,-76.6341131,39.29497293,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530645.9704442,4763971.6837285,269,1135, ,N Fremont Ave & Murphy Ln,Heritage Crossing,-76.63209439,39.29468184,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530244.37724421,4764099.78489305,270,1136, ,Murphy Ln & Myrtle Ave,Heritage Crossing,-76.62848682,39.2955724,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8530385.99601212,4764222.88386393,271,1137, ,Edmondson Ave & Myrtle Ave,Heritage Crossing,-76.629759,39.29642817,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8525444.87991531,4765243.88062549,272,1801, ,N Patterson Park Ave & E Chase St,Collington Square,-76.58537222,39.30352566,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8525144.72532041,4765263.07477245,273,1802, ,E Chase St & N Milton Ave,Collington Square,-76.58267588,39.30365908,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8524988.57575811,4765270.42331477,274,1803, ,E Chase St & N Luzerne Ave,Collington Square,-76.58127317,39.30371016,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8524831.78520655,4765287.1943799,275,1804, ,E Chase St & N Lakewood Ave,Collington Square,-76.57986469,39.30382674,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8525461.06621545,4765568.61112036,276,1805, ,N Patterson Park Ave & E Preston St,Collington Square,-76.58551762,39.30578288,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8525158.0196559,4765579.94917595,277,1806, ,E Preston St & N Milton Ave,Collington Square,-76.58279531,39.30586169,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8525153.39529409,4765735.75040297,278,1807, ,N Milton Ave & E Hoffman St,Collington Square,-76.58275377,39.30694464,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8525478.90944498,4766019.17581919,279,1808, ,N Patterson Park Ave & E Federal St,Collington Square,-76.58567791,39.30891466,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
-8525163.56103756,4766017.49608513,280,1809, ,N Milton Ave & E Federal St,Collington Square,-76.58284509,39.30890299,EGISDATA,2021/10/29 13:59:48+00,EGISDATA,2021/10/29 13:59:48+00
